"['Sun Jan 01 07:00:55 +0000 2012', 'Sun Jan 01 07:04:42 +0000 2012', 0.20554924242424244]"
"['Sun Jan 01 07:05:58 +0000 2012', 'Sun Jan 01 07:09:10 +0000 2012', 0.12755713383838382]"
"['Sun Jan 01 07:10:58 +0000 2012', 'Sun Jan 01 07:14:21 +0000 2012', 0.01890151515151515]"
Sun Jan 01 07:00:00 +0000 2012,"['Sun Jan 01 07:00:55 +0000 2012', 'Sun Jan 01 07:04:42 +0000 2012', 0.20554924242424244]"
Sun Jan 01 07:05:00 +0000 2012,"['Sun Jan 01 07:05:58 +0000 2012', 'Sun Jan 01 07:09:10 +0000 2012', 0.12755713383838382]"
Sun Jan 01 07:10:00 +0000 2012,"['Sun Jan 01 07:10:58 +0000 2012', 'Sun Jan 01 07:14:21 +0000 2012', 0.01890151515151515]"
S,u,n, ,J,a,n, ,0,1, ,0,7,:,0,0,:,0,0, ,+,0,0,0,0, ,2,0,1,2
S,u,n, ,J,a,n, ,0,1, ,0,7,:,0,5,:,0,0, ,+,0,0,0,0, ,2,0,1,2
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:55 +0000 2012
Sun Jan 01 07:05:00 +0000 2012,Sun Jan 01 07:05:58 +0000 2012
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:55 +0000 2012
Sun Jan 01 07:05:00 +0000 2012,Sun Jan 01 07:05:58 +0000 2012
Sun Jan 01 07:00:00 +0000 2012,"('Sun Jan 01 07:00:55 +0000 2012', 'Sun Jan 01 07:04:42 +0000 2012', 0.20554924242424244)"
Sun Jan 01 07:05:00 +0000 2012,"('Sun Jan 01 07:05:58 +0000 2012', 'Sun Jan 01 07:09:10 +0000 2012', 0.12755713383838382)"
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:55 +0000 2012,Sun Jan 01 07:04:42 +0000 2012,0.20554924242424244
Sun Jan 01 07:05:00 +0000 2012,Sun Jan 01 07:05:58 +0000 2012,Sun Jan 01 07:09:10 +0000 2012,0.12755713383838382
Sun Jan 01 07:10:00 +0000 2012,Sun Jan 01 07:10:58 +0000 2012,Sun Jan 01 07:14:21 +0000 2012,0.01890151515151515
Sun Jan 01 07:15:00 +0000 2012,Sun Jan 01 07:15:56 +0000 2012,Sun Jan 01 07:19:58 +0000 2012,0.1063888888888889
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:55 +0000 2012,Sun Jan 01 07:04:42 +0000 2012,0.20554924242424244
Sun Jan 01 07:05:00 +0000 2012,Sun Jan 01 07:05:58 +0000 2012,Sun Jan 01 07:09:10 +0000 2012,0.12755713383838382
Sun Jan 01 07:10:00 +0000 2012,Sun Jan 01 07:10:58 +0000 2012,Sun Jan 01 07:14:21 +0000 2012,0.01890151515151515
Sun Jan 01 07:15:00 +0000 2012,Sun Jan 01 07:15:56 +0000 2012,Sun Jan 01 07:19:58 +0000 2012,0.1063888888888889
Sun Jan 01 07:20:00 +0000 2012,Sun Jan 01 07:20:23 +0000 2012,Sun Jan 01 07:23:22 +0000 2012,0.1621212121212121
Sun Jan 01 07:25:00 +0000 2012,Sun Jan 01 07:25:58 +0000 2012,Sun Jan 01 07:29:59 +0000 2012,0.14374763257575757
Sun Jan 01 07:30:00 +0000 2012,Sun Jan 01 07:30:44 +0000 2012,Sun Jan 01 07:34:08 +0000 2012,0.09166666666666667
