Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:46 +0000 2012,Sun Jan 01 07:04:42 +0000 2012,-0.13125
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:05:58 +0000 2012,Sun Jan 01 07:09:24 +0000 2012,-0.09609374999999999
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:11:52 +0000 2012,Sun Jan 01 07:13:53 +0000 2012,0.09469696969696968
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:15:30 +0000 2012,Sun Jan 01 07:19:38 +0000 2012,0.2635416666666667
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:20:45 +0000 2012,Sun Jan 01 07:24:35 +0000 2012,0.06495811287477953
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:25:58 +0000 2012,Sun Jan 01 07:29:08 +0000 2012,0.06396484375
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:30:56 +0000 2012,Sun Jan 01 07:34:59 +0000 2012,0.1625
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:36:23 +0000 2012,Sun Jan 01 07:39:40 +0000 2012,0.11875
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:40:02 +0000 2012,Sun Jan 01 07:44:09 +0000 2012,0.25
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:46:53 +0000 2012,Sun Jan 01 07:49:55 +0000 2012,0.32499999999999996
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:50:50 +0000 2012,Sun Jan 01 07:54:41 +0000 2012,0.15416666666666667
Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:57:02 +0000 2012,Sun Jan 01 07:59:34 +0000 2012,0.041666666666666664
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:00:12 +0000 2012,Sun Jan 01 08:02:03 +0000 2012,0.013194444444444434
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:05:57 +0000 2012,Sun Jan 01 08:07:54 +0000 2012,-0.035416666666666666
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:10:22 +0000 2012,Sun Jan 01 08:14:17 +0000 2012,0.2372097246574633
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:15:52 +0000 2012,Sun Jan 01 08:19:21 +0000 2012,0.075
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:20:13 +0000 2012,Sun Jan 01 08:24:13 +0000 2012,0.35363906926406924
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:26:03 +0000 2012,Sun Jan 01 08:26:03 +0000 2012,0.696590909090909
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:32:53 +0000 2012,Sun Jan 01 08:34:53 +0000 2012,0.03333333333333333
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:35:16 +0000 2012,Sun Jan 01 08:38:02 +0000 2012,0.25833333333333336
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:40:58 +0000 2012,Sun Jan 01 08:42:32 +0000 2012,0.07777777777777777
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:50:14 +0000 2012,Sun Jan 01 08:54:55 +0000 2012,-0.010492424242424248
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:57:45 +0000 2012,Sun Jan 01 08:59:46 +0000 2012,-0.1
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:00:14 +0000 2012,Sun Jan 01 09:03:50 +0000 2012,0.22803030303030303
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:06:58 +0000 2012,Sun Jan 01 09:08:47 +0000 2012,0.0893939393939394
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:11:58 +0000 2012,Sun Jan 01 09:11:58 +0000 2012,-0.008333333333333331
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:16:38 +0000 2012,Sun Jan 01 09:19:02 +0000 2012,0.14791666666666667
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:20:58 +0000 2012,Sun Jan 01 09:24:41 +0000 2012,0.2067550505050505
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:25:37 +0000 2012,Sun Jan 01 09:28:07 +0000 2012,-0.171875
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:30:56 +0000 2012,Sun Jan 01 09:34:48 +0000 2012,0.40625
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:35:43 +0000 2012,Sun Jan 01 09:38:52 +0000 2012,0.11458333333333333
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:42:09 +0000 2012,Sun Jan 01 09:43:59 +0000 2012,0.18888888888888888
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:46:41 +0000 2012,Sun Jan 01 09:48:45 +0000 2012,0.25
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:50:23 +0000 2012,Sun Jan 01 09:53:36 +0000 2012,0.0
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:55:34 +0000 2012,Sun Jan 01 09:59:32 +0000 2012,0.0
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:01:16 +0000 2012,Sun Jan 01 10:04:31 +0000 2012,0.0
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:05:34 +0000 2012,Sun Jan 01 10:09:50 +0000 2012,0.275
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:10:50 +0000 2012,Sun Jan 01 10:14:17 +0000 2012,0.22794612794612792
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:15:45 +0000 2012,Sun Jan 01 10:19:12 +0000 2012,-0.009635416666666667
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:21:12 +0000 2012,Sun Jan 01 10:22:19 +0000 2012,0.037500000000000006
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:28:57 +0000 2012,Sun Jan 01 10:28:57 +0000 2012,0.10606060606060606
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:30:42 +0000 2012,Sun Jan 01 10:34:58 +0000 2012,0.058333333333333334
