Sun Jan 01 07:00:00 +0000 2012,Sun Jan 01 07:00:55 +0000 2012,Sun Jan 01 07:58:40 +0000 2012,0.10500416810146924
Sun Jan 01 08:00:00 +0000 2012,Sun Jan 01 08:00:49 +0000 2012,Sun Jan 01 08:59:46 +0000 2012,0.1336138437950938
Sun Jan 01 09:00:00 +0000 2012,Sun Jan 01 09:00:46 +0000 2012,Sun Jan 01 09:59:37 +0000 2012,0.12956748633311135
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:00:56 +0000 2012,Sun Jan 01 10:59:49 +0000 2012,0.09454044994931367
Sun Jan 01 11:00:00 +0000 2012,Sun Jan 01 11:00:58 +0000 2012,Sun Jan 01 11:59:57 +0000 2012,0.0813279356060606
Sun Jan 01 12:00:00 +0000 2012,Sun Jan 01 12:00:42 +0000 2012,Sun Jan 01 12:59:49 +0000 2012,0.11723192695351788
Sun Jan 01 13:00:00 +0000 2012,Sun Jan 01 13:00:49 +0000 2012,Sun Jan 01 13:59:36 +0000 2012,0.12294356124616321
Sun Jan 01 14:00:00 +0000 2012,Sun Jan 01 14:00:38 +0000 2012,Sun Jan 01 14:59:59 +0000 2012,0.11785946135887176
Sun Jan 01 15:00:00 +0000 2012,Sun Jan 01 15:00:25 +0000 2012,Sun Jan 01 15:59:54 +0000 2012,0.12474579801182027
Sun Jan 01 16:00:00 +0000 2012,Sun Jan 01 16:00:45 +0000 2012,Sun Jan 01 16:59:45 +0000 2012,0.11913462545197462
Sun Jan 01 17:00:00 +0000 2012,Sun Jan 01 17:00:24 +0000 2012,Sun Jan 01 17:59:59 +0000 2012,0.13596843208874457
Sun Jan 01 18:00:00 +0000 2012,Sun Jan 01 18:00:59 +0000 2012,Sun Jan 01 18:59:22 +0000 2012,0.07821711677833752
Sun Jan 01 19:00:00 +0000 2012,Sun Jan 01 19:00:51 +0000 2012,Sun Jan 01 19:59:44 +0000 2012,0.11848979892184365
Sun Jan 01 20:00:00 +0000 2012,Sun Jan 01 20:00:32 +0000 2012,Sun Jan 01 20:59:30 +0000 2012,0.07698021683053337
Sun Jan 01 21:00:00 +0000 2012,Sun Jan 01 21:00:42 +0000 2012,Sun Jan 01 21:59:50 +0000 2012,0.13116233460513124
Sun Jan 01 22:00:00 +0000 2012,Sun Jan 01 22:00:59 +0000 2012,Sun Jan 01 22:59:30 +0000 2012,0.15098240452429193
Sun Jan 01 23:00:00 +0000 2012,Sun Jan 01 23:00:39 +0000 2012,Sun Jan 01 23:59:49 +0000 2012,0.11201408150106065
Mon Jan 02 00:00:00 +0000 2012,Mon Jan 02 00:00:29 +0000 2012,Mon Jan 02 00:59:52 +0000 2012,0.14001478700697453
Mon Jan 02 01:00:00 +0000 2012,Mon Jan 02 01:00:32 +0000 2012,Mon Jan 02 01:59:55 +0000 2012,0.17836791384129838
Mon Jan 02 02:00:00 +0000 2012,Mon Jan 02 02:00:36 +0000 2012,Mon Jan 02 02:59:29 +0000 2012,0.12958975106818676
Mon Jan 02 03:00:00 +0000 2012,Mon Jan 02 03:00:49 +0000 2012,Mon Jan 02 03:59:40 +0000 2012,0.10235631917960787
Mon Jan 02 04:00:00 +0000 2012,Mon Jan 02 04:00:52 +0000 2012,Mon Jan 02 04:59:19 +0000 2012,0.1455547372586704
Mon Jan 02 05:00:00 +0000 2012,Mon Jan 02 05:00:59 +0000 2012,Mon Jan 02 05:59:57 +0000 2012,0.13349089465982314
Mon Jan 02 07:00:00 +0000 2012,Mon Jan 02 07:00:16 +0000 2012,Mon Jan 02 07:57:40 +0000 2012,0.09993717352547844
Mon Jan 02 08:00:00 +0000 2012,Mon Jan 02 08:00:52 +0000 2012,Mon Jan 02 08:59:48 +0000 2012,0.11724983009302203
Mon Jan 02 09:00:00 +0000 2012,Mon Jan 02 09:00:55 +0000 2012,Mon Jan 02 09:58:26 +0000 2012,0.0646160094815398
