close_time,start_time,end_time,sentiment
Sun Jan 01 09:10:00 +0000 2012,Sun Jan 01 09:10:14 +0000 2012,Sun Jan 01 09:14:47 +0000 2012,0.01978787878787879
Sun Jan 01 09:15:00 +0000 2012,Sun Jan 01 09:15:48 +0000 2012,Sun Jan 01 09:19:59 +0000 2012,0.007916666666666664
Sun Jan 01 09:20:00 +0000 2012,Sun Jan 01 09:20:47 +0000 2012,Sun Jan 01 09:24:52 +0000 2012,0.0125
Sun Jan 01 09:25:00 +0000 2012,Sun Jan 01 09:25:36 +0000 2012,Sun Jan 01 09:29:02 +0000 2012,0.036082575757575765
Sun Jan 01 09:30:00 +0000 2012,Sun Jan 01 09:30:20 +0000 2012,Sun Jan 01 09:34:57 +0000 2012,0.34275252525252525
Sun Jan 01 09:35:00 +0000 2012,Sun Jan 01 09:35:44 +0000 2012,Sun Jan 01 09:39:57 +0000 2012,0.045809974747474745
Sun Jan 01 09:40:00 +0000 2012,Sun Jan 01 09:40:57 +0000 2012,Sun Jan 01 09:44:26 +0000 2012,0.27425595238095235
Sun Jan 01 09:45:00 +0000 2012,Sun Jan 01 09:45:45 +0000 2012,Sun Jan 01 09:47:22 +0000 2012,0.0
Sun Jan 01 09:50:00 +0000 2012,Sun Jan 01 09:51:30 +0000 2012,Sun Jan 01 09:53:15 +0000 2012,0.1878787878787879
Sun Jan 01 09:55:00 +0000 2012,Sun Jan 01 09:55:14 +0000 2012,Sun Jan 01 09:59:37 +0000 2012,0.28518518518518515
Sun Jan 01 10:00:00 +0000 2012,Sun Jan 01 10:00:56 +0000 2012,Sun Jan 01 10:04:26 +0000 2012,0.20944444444444446
Sun Jan 01 10:05:00 +0000 2012,Sun Jan 01 10:05:21 +0000 2012,Sun Jan 01 10:08:27 +0000 2012,0.22001721931226326
Sun Jan 01 10:10:00 +0000 2012,Sun Jan 01 10:10:45 +0000 2012,Sun Jan 01 10:14:58 +0000 2012,0.059588436447811456
Sun Jan 01 10:15:00 +0000 2012,Sun Jan 01 10:15:44 +0000 2012,Sun Jan 01 10:19:57 +0000 2012,0.01659564393939393
Sun Jan 01 10:20:00 +0000 2012,Sun Jan 01 10:20:57 +0000 2012,Sun Jan 01 10:24:58 +0000 2012,0.08933501683501684
Sun Jan 01 10:25:00 +0000 2012,Sun Jan 01 10:25:40 +0000 2012,Sun Jan 01 10:29:21 +0000 2012,0.05111111111111111
Sun Jan 01 10:30:00 +0000 2012,Sun Jan 01 10:30:20 +0000 2012,Sun Jan 01 10:33:36 +0000 2012,0.11893939393939393
Sun Jan 01 10:35:00 +0000 2012,Sun Jan 01 10:35:28 +0000 2012,Sun Jan 01 10:38:57 +0000 2012,0.08920454545454547
Sun Jan 01 10:40:00 +0000 2012,Sun Jan 01 10:41:53 +0000 2012,Sun Jan 01 10:44:38 +0000 2012,-0.040175189393939395
Sun Jan 01 10:45:00 +0000 2012,Sun Jan 01 10:45:38 +0000 2012,Sun Jan 01 10:49:59 +0000 2012,0.15854707792207795
Sun Jan 01 10:50:00 +0000 2012,Sun Jan 01 10:50:37 +0000 2012,Sun Jan 01 10:53:51 +0000 2012,0.13656249999999998
Sun Jan 01 10:55:00 +0000 2012,Sun Jan 01 10:55:35 +0000 2012,Sun Jan 01 10:59:49 +0000 2012,-0.0313131313131313
Sun Jan 01 11:00:00 +0000 2012,Sun Jan 01 11:00:58 +0000 2012,Sun Jan 01 11:04:58 +0000 2012,0.12132034632034631
Sun Jan 01 11:05:00 +0000 2012,Sun Jan 01 11:05:51 +0000 2012,Sun Jan 01 11:09:21 +0000 2012,0.050355113636363635
Sun Jan 01 11:10:00 +0000 2012,Sun Jan 01 11:11:47 +0000 2012,Sun Jan 01 11:14:54 +0000 2012,0.007291666666666667
Sun Jan 01 11:15:00 +0000 2012,Sun Jan 01 11:16:59 +0000 2012,Sun Jan 01 11:18:03 +0000 2012,-0.09444444444444443
Sun Jan 01 11:20:00 +0000 2012,Sun Jan 01 11:20:57 +0000 2012,Sun Jan 01 11:24:27 +0000 2012,0.07536363636363635
Sun Jan 01 11:25:00 +0000 2012,Sun Jan 01 11:25:55 +0000 2012,Sun Jan 01 11:29:35 +0000 2012,0.15333333333333332
Sun Jan 01 11:30:00 +0000 2012,Sun Jan 01 11:30:02 +0000 2012,Sun Jan 01 11:34:52 +0000 2012,0.10415404040404042
Sun Jan 01 11:35:00 +0000 2012,Sun Jan 01 11:35:13 +0000 2012,Sun Jan 01 11:39:28 +0000 2012,-0.06957070707070706
Sun Jan 01 11:40:00 +0000 2012,Sun Jan 01 11:41:38 +0000 2012,Sun Jan 01 11:43:53 +0000 2012,0.2885690235690236
Sun Jan 01 11:45:00 +0000 2012,Sun Jan 01 11:45:49 +0000 2012,Sun Jan 01 11:48:29 +0000 2012,0.06944444444444443
Sun Jan 01 11:50:00 +0000 2012,Sun Jan 01 11:50:53 +0000 2012,Sun Jan 01 11:54:15 +0000 2012,-0.02170454545454544
Sun Jan 01 11:55:00 +0000 2012,Sun Jan 01 11:55:07 +0000 2012,Sun Jan 01 11:59:57 +0000 2012,0.2602813852813853
Sun Jan 01 12:00:00 +0000 2012,Sun Jan 01 12:00:42 +0000 2012,Sun Jan 01 12:04:27 +0000 2012,0.1349935064935065
Sun Jan 01 12:05:00 +0000 2012,Sun Jan 01 12:05:12 +0000 2012,Sun Jan 01 12:09:17 +0000 2012,0.15671875000000002
Sun Jan 01 12:10:00 +0000 2012,Sun Jan 01 12:10:29 +0000 2012,Sun Jan 01 12:14:56 +0000 2012,0.22143353174603178
Sun Jan 01 12:15:00 +0000 2012,Sun Jan 01 12:15:11 +0000 2012,Sun Jan 01 12:19:41 +0000 2012,0.14931818181818182
Sun Jan 01 12:20:00 +0000 2012,Sun Jan 01 12:20:20 +0000 2012,Sun Jan 01 12:24:06 +0000 2012,0.05506818181818183
Sun Jan 01 12:25:00 +0000 2012,Sun Jan 01 12:26:39 +0000 2012,Sun Jan 01 12:29:46 +0000 2012,-0.07604166666666666
Sun Jan 01 12:30:00 +0000 2012,Sun Jan 01 12:30:42 +0000 2012,Sun Jan 01 12:34:29 +0000 2012,0.05458874458874459
Sun Jan 01 12:35:00 +0000 2012,Sun Jan 01 12:35:26 +0000 2012,Sun Jan 01 12:39:55 +0000 2012,0.03871527777777778
Sun Jan 01 12:40:00 +0000 2012,Sun Jan 01 12:40:58 +0000 2012,Sun Jan 01 12:42:17 +0000 2012,0.11515151515151516
Sun Jan 01 12:45:00 +0000 2012,Sun Jan 01 12:45:29 +0000 2012,Sun Jan 01 12:49:40 +0000 2012,0.14803751803751802
Sun Jan 01 12:50:00 +0000 2012,Sun Jan 01 12:50:58 +0000 2012,Sun Jan 01 12:54:39 +0000 2012,0.07509469696969698
Sun Jan 01 12:55:00 +0000 2012,Sun Jan 01 12:55:10 +0000 2012,Sun Jan 01 12:59:49 +0000 2012,0.28641203703703705
Sun Jan 01 13:00:00 +0000 2012,Sun Jan 01 13:00:49 +0000 2012,Sun Jan 01 13:04:41 +0000 2012,0.3302777777777778
Sun Jan 01 13:05:00 +0000 2012,Sun Jan 01 13:05:39 +0000 2012,Sun Jan 01 13:09:43 +0000 2012,0.08051767676767677
Sun Jan 01 13:10:00 +0000 2012,Sun Jan 01 13:10:38 +0000 2012,Sun Jan 01 13:14:48 +0000 2012,0.06583333333333333
Sun Jan 01 13:15:00 +0000 2012,Sun Jan 01 13:15:46 +0000 2012,Sun Jan 01 13:19:46 +0000 2012,0.15125074404761904
Sun Jan 01 13:20:00 +0000 2012,Sun Jan 01 13:20:26 +0000 2012,Sun Jan 01 13:24:31 +0000 2012,0.15695075757575758
Sun Jan 01 13:25:00 +0000 2012,Sun Jan 01 13:25:49 +0000 2012,Sun Jan 01 13:29:32 +0000 2012,0.0052770562770562855
Sun Jan 01 13:30:00 +0000 2012,Sun Jan 01 13:30:03 +0000 2012,Sun Jan 01 13:34:46 +0000 2012,0.085
Sun Jan 01 13:35:00 +0000 2012,Sun Jan 01 13:36:44 +0000 2012,Sun Jan 01 13:39:55 +0000 2012,0.08071969696969697
Sun Jan 01 13:40:00 +0000 2012,Sun Jan 01 13:40:34 +0000 2012,Sun Jan 01 13:44:25 +0000 2012,0.08136363636363636
Sun Jan 01 13:45:00 +0000 2012,Sun Jan 01 13:45:43 +0000 2012,Sun Jan 01 13:49:26 +0000 2012,0.11668181818181818
Sun Jan 01 13:50:00 +0000 2012,Sun Jan 01 13:50:53 +0000 2012,Sun Jan 01 13:54:45 +0000 2012,0.235505859375
Sun Jan 01 13:55:00 +0000 2012,Sun Jan 01 13:55:54 +0000 2012,Sun Jan 01 13:59:36 +0000 2012,0.07749960542929293
Sun Jan 01 14:00:00 +0000 2012,Sun Jan 01 14:00:38 +0000 2012,Sun Jan 01 14:04:18 +0000 2012,0.28304545454545454
Sun Jan 01 14:05:00 +0000 2012,Sun Jan 01 14:05:35 +0000 2012,Sun Jan 01 14:09:50 +0000 2012,0.03042613636363638
Sun Jan 01 14:10:00 +0000 2012,Sun Jan 01 14:10:24 +0000 2012,Sun Jan 01 14:14:38 +0000 2012,0.0010267293470418715
Sun Jan 01 14:15:00 +0000 2012,Sun Jan 01 14:16:53 +0000 2012,Sun Jan 01 14:19:49 +0000 2012,0.03368055555555556
Sun Jan 01 14:20:00 +0000 2012,Sun Jan 01 14:20:48 +0000 2012,Sun Jan 01 14:24:42 +0000 2012,0.3577777777777778
Sun Jan 01 14:25:00 +0000 2012,Sun Jan 01 14:25:44 +0000 2012,Sun Jan 01 14:29:49 +0000 2012,0.07777777777777778
Sun Jan 01 14:30:00 +0000 2012,Sun Jan 01 14:30:53 +0000 2012,Sun Jan 01 14:34:10 +0000 2012,0.1398531746031746
Sun Jan 01 14:35:00 +0000 2012,Sun Jan 01 14:35:58 +0000 2012,Sun Jan 01 14:39:41 +0000 2012,0.003703703703703718
Sun Jan 01 14:40:00 +0000 2012,Sun Jan 01 14:40:34 +0000 2012,Sun Jan 01 14:44:40 +0000 2012,0.03208333333333333
Sun Jan 01 14:45:00 +0000 2012,Sun Jan 01 14:45:54 +0000 2012,Sun Jan 01 14:49:30 +0000 2012,0.14030050505050506
Sun Jan 01 14:50:00 +0000 2012,Sun Jan 01 14:50:59 +0000 2012,Sun Jan 01 14:54:51 +0000 2012,0.14201704545454547
Sun Jan 01 14:55:00 +0000 2012,Sun Jan 01 14:55:52 +0000 2012,Sun Jan 01 14:59:59 +0000 2012,0.04710227272727273
Sun Jan 01 15:00:00 +0000 2012,Sun Jan 01 15:00:25 +0000 2012,Sun Jan 01 15:04:47 +0000 2012,0.12120707070707071
Sun Jan 01 15:05:00 +0000 2012,Sun Jan 01 15:05:50 +0000 2012,Sun Jan 01 15:09:59 +0000 2012,0.2407056277056277
Sun Jan 01 15:10:00 +0000 2012,Sun Jan 01 15:10:20 +0000 2012,Sun Jan 01 15:14:57 +0000 2012,0.12711580086580088
Sun Jan 01 15:15:00 +0000 2012,Sun Jan 01 15:15:59 +0000 2012,Sun Jan 01 15:19:23 +0000 2012,0.23833721833721838
Sun Jan 01 15:20:00 +0000 2012,Sun Jan 01 15:20:59 +0000 2012,Sun Jan 01 15:23:44 +0000 2012,0.0421875
Sun Jan 01 15:25:00 +0000 2012,Sun Jan 01 15:25:54 +0000 2012,Sun Jan 01 15:29:29 +0000 2012,0.025268939393939392
Sun Jan 01 15:30:00 +0000 2012,Sun Jan 01 15:30:49 +0000 2012,Sun Jan 01 15:34:53 +0000 2012,0.08076767676767677
Sun Jan 01 15:35:00 +0000 2012,Sun Jan 01 15:35:51 +0000 2012,Sun Jan 01 15:39:27 +0000 2012,0.04713804713804713
Sun Jan 01 15:40:00 +0000 2012,Sun Jan 01 15:40:05 +0000 2012,Sun Jan 01 15:44:47 +0000 2012,0.20997474747474748
Sun Jan 01 15:45:00 +0000 2012,Sun Jan 01 15:45:25 +0000 2012,Sun Jan 01 15:49:32 +0000 2012,0.07236363636363637
Sun Jan 01 15:50:00 +0000 2012,Sun Jan 01 15:50:59 +0000 2012,Sun Jan 01 15:54:41 +0000 2012,0.030597402597402595
Sun Jan 01 15:55:00 +0000 2012,Sun Jan 01 15:55:32 +0000 2012,Sun Jan 01 15:59:54 +0000 2012,0.24477424918831167
Sun Jan 01 16:00:00 +0000 2012,Sun Jan 01 16:00:45 +0000 2012,Sun Jan 01 16:04:51 +0000 2012,0.33630639730639733
Sun Jan 01 16:05:00 +0000 2012,Sun Jan 01 16:05:26 +0000 2012,Sun Jan 01 16:08:09 +0000 2012,-0.022861426767676767
Sun Jan 01 16:10:00 +0000 2012,Sun Jan 01 16:10:36 +0000 2012,Sun Jan 01 16:14:59 +0000 2012,0.06420770202020201
Sun Jan 01 16:15:00 +0000 2012,Sun Jan 01 16:15:17 +0000 2012,Sun Jan 01 16:19:45 +0000 2012,0.21000000000000002
Sun Jan 01 16:20:00 +0000 2012,Sun Jan 01 16:20:31 +0000 2012,Sun Jan 01 16:24:50 +0000 2012,0.09397348484848485
Sun Jan 01 16:25:00 +0000 2012,Sun Jan 01 16:25:30 +0000 2012,Sun Jan 01 16:29:59 +0000 2012,-0.046183035714285725
Sun Jan 01 16:30:00 +0000 2012,Sun Jan 01 16:30:36 +0000 2012,Sun Jan 01 16:34:19 +0000 2012,0.18453703703703703
Sun Jan 01 16:35:00 +0000 2012,Sun Jan 01 16:35:03 +0000 2012,Sun Jan 01 16:38:57 +0000 2012,0.12994791666666666
Sun Jan 01 16:40:00 +0000 2012,Sun Jan 01 16:40:41 +0000 2012,Sun Jan 01 16:44:49 +0000 2012,0.20685227272727275
Sun Jan 01 16:45:00 +0000 2012,Sun Jan 01 16:45:46 +0000 2012,Sun Jan 01 16:49:48 +0000 2012,0.03327188552188552
Sun Jan 01 16:50:00 +0000 2012,Sun Jan 01 16:50:48 +0000 2012,Sun Jan 01 16:54:11 +0000 2012,0.01958333333333333
Sun Jan 01 16:55:00 +0000 2012,Sun Jan 01 16:55:50 +0000 2012,Sun Jan 01 16:59:45 +0000 2012,0.19374338624338625
Sun Jan 01 17:00:00 +0000 2012,Sun Jan 01 17:00:24 +0000 2012,Sun Jan 01 17:04:59 +0000 2012,0.24201731601731602
Sun Jan 01 17:05:00 +0000 2012,Sun Jan 01 17:05:45 +0000 2012,Sun Jan 01 17:09:38 +0000 2012,0.12594444444444447
Sun Jan 01 17:10:00 +0000 2012,Sun Jan 01 17:10:59 +0000 2012,Sun Jan 01 17:14:47 +0000 2012,-0.0015981240981240985
Sun Jan 01 17:15:00 +0000 2012,Sun Jan 01 17:15:46 +0000 2012,Sun Jan 01 17:19:40 +0000 2012,0.27952335858585864
Sun Jan 01 17:20:00 +0000 2012,Sun Jan 01 17:20:54 +0000 2012,Sun Jan 01 17:24:29 +0000 2012,0.09957102272727274
Sun Jan 01 17:25:00 +0000 2012,Sun Jan 01 17:25:56 +0000 2012,Sun Jan 01 17:29:59 +0000 2012,0.13854148629148627
Sun Jan 01 17:30:00 +0000 2012,Sun Jan 01 17:30:56 +0000 2012,Sun Jan 01 17:34:55 +0000 2012,0.05903282828282828
Sun Jan 01 17:35:00 +0000 2012,Sun Jan 01 17:35:50 +0000 2012,Sun Jan 01 17:39:44 +0000 2012,0.1378437049062049
Sun Jan 01 17:40:00 +0000 2012,Sun Jan 01 17:40:59 +0000 2012,Sun Jan 01 17:44:50 +0000 2012,0.10919624819624818
Sun Jan 01 17:45:00 +0000 2012,Sun Jan 01 17:45:40 +0000 2012,Sun Jan 01 17:49:37 +0000 2012,0.16067460317460316
Sun Jan 01 17:50:00 +0000 2012,Sun Jan 01 17:50:55 +0000 2012,Sun Jan 01 17:54:53 +0000 2012,0.23448901515151518
Sun Jan 01 17:55:00 +0000 2012,Sun Jan 01 17:55:26 +0000 2012,Sun Jan 01 17:59:59 +0000 2012,0.04638528138528138
Sun Jan 01 18:00:00 +0000 2012,Sun Jan 01 18:00:59 +0000 2012,Sun Jan 01 18:04:51 +0000 2012,0.09805555555555558
Sun Jan 01 18:05:00 +0000 2012,Sun Jan 01 18:05:35 +0000 2012,Sun Jan 01 18:09:44 +0000 2012,0.14277777777777775
Sun Jan 01 18:10:00 +0000 2012,Sun Jan 01 18:10:55 +0000 2012,Sun Jan 01 18:14:53 +0000 2012,0.05772569444444444
Sun Jan 01 18:15:00 +0000 2012,Sun Jan 01 18:15:50 +0000 2012,Sun Jan 01 18:19:55 +0000 2012,0.16370370370370368
Sun Jan 01 18:20:00 +0000 2012,Sun Jan 01 18:21:29 +0000 2012,Sun Jan 01 18:24:15 +0000 2012,0.22488636363636363
Sun Jan 01 18:25:00 +0000 2012,Sun Jan 01 18:25:24 +0000 2012,Sun Jan 01 18:29:40 +0000 2012,0.009484567901234564
Sun Jan 01 18:30:00 +0000 2012,Sun Jan 01 18:30:56 +0000 2012,Sun Jan 01 18:34:44 +0000 2012,0.07354450757575756
Sun Jan 01 18:35:00 +0000 2012,Sun Jan 01 18:35:05 +0000 2012,Sun Jan 01 18:39:57 +0000 2012,0.05958809523809525
Sun Jan 01 18:40:00 +0000 2012,Sun Jan 01 18:40:14 +0000 2012,Sun Jan 01 18:44:30 +0000 2012,0.11619476010101011
Sun Jan 01 18:45:00 +0000 2012,Sun Jan 01 18:45:44 +0000 2012,Sun Jan 01 18:49:23 +0000 2012,0.05640476190476189
Sun Jan 01 18:50:00 +0000 2012,Sun Jan 01 18:50:34 +0000 2012,Sun Jan 01 18:54:37 +0000 2012,-0.0593939393939394
Sun Jan 01 18:55:00 +0000 2012,Sun Jan 01 18:55:37 +0000 2012,Sun Jan 01 18:59:22 +0000 2012,0.016770833333333336
Sun Jan 01 19:00:00 +0000 2012,Sun Jan 01 19:00:51 +0000 2012,Sun Jan 01 19:04:54 +0000 2012,0.16971266233766233
Sun Jan 01 19:05:00 +0000 2012,Sun Jan 01 19:05:28 +0000 2012,Sun Jan 01 19:09:52 +0000 2012,0.20666536458333332
Sun Jan 01 19:10:00 +0000 2012,Sun Jan 01 19:10:55 +0000 2012,Sun Jan 01 19:14:22 +0000 2012,-0.09343777056277058
Sun Jan 01 19:15:00 +0000 2012,Sun Jan 01 19:15:39 +0000 2012,Sun Jan 01 19:19:54 +0000 2012,0.050880952380952395
Sun Jan 01 19:20:00 +0000 2012,Sun Jan 01 19:20:59 +0000 2012,Sun Jan 01 19:24:58 +0000 2012,0.15270382395382395
Sun Jan 01 19:25:00 +0000 2012,Sun Jan 01 19:25:35 +0000 2012,Sun Jan 01 19:29:59 +0000 2012,0.054049107142857135
Sun Jan 01 19:30:00 +0000 2012,Sun Jan 01 19:30:56 +0000 2012,Sun Jan 01 19:33:51 +0000 2012,0.396969696969697
Sun Jan 01 19:35:00 +0000 2012,Sun Jan 01 19:35:58 +0000 2012,Sun Jan 01 19:39:55 +0000 2012,0.010678210678210674
Sun Jan 01 19:40:00 +0000 2012,Sun Jan 01 19:40:07 +0000 2012,Sun Jan 01 19:44:41 +0000 2012,0.14345851370851373
Sun Jan 01 19:45:00 +0000 2012,Sun Jan 01 19:45:45 +0000 2012,Sun Jan 01 19:49:53 +0000 2012,0.10827849927849928
Sun Jan 01 19:50:00 +0000 2012,Sun Jan 01 19:50:39 +0000 2012,Sun Jan 01 19:54:39 +0000 2012,0.09755291005291007
Sun Jan 01 19:55:00 +0000 2012,Sun Jan 01 19:55:40 +0000 2012,Sun Jan 01 19:59:44 +0000 2012,0.19545454545454546
Sun Jan 01 20:00:00 +0000 2012,Sun Jan 01 20:00:32 +0000 2012,Sun Jan 01 20:04:10 +0000 2012,0.03903703703703704
Sun Jan 01 20:05:00 +0000 2012,Sun Jan 01 20:05:26 +0000 2012,Sun Jan 01 20:09:43 +0000 2012,0.09275514069264071
Sun Jan 01 20:10:00 +0000 2012,Sun Jan 01 20:10:46 +0000 2012,Sun Jan 01 20:14:31 +0000 2012,0.053687920875420875
Sun Jan 01 20:15:00 +0000 2012,Sun Jan 01 20:15:45 +0000 2012,Sun Jan 01 20:19:42 +0000 2012,-0.101
Sun Jan 01 20:20:00 +0000 2012,Sun Jan 01 20:20:25 +0000 2012,Sun Jan 01 20:24:51 +0000 2012,0.07414321789321789
Sun Jan 01 20:25:00 +0000 2012,Sun Jan 01 20:25:29 +0000 2012,Sun Jan 01 20:29:48 +0000 2012,0.10446338383838386
Sun Jan 01 20:30:00 +0000 2012,Sun Jan 01 20:30:52 +0000 2012,Sun Jan 01 20:34:53 +0000 2012,0.14054584106369822
Sun Jan 01 20:35:00 +0000 2012,Sun Jan 01 20:35:50 +0000 2012,Sun Jan 01 20:39:54 +0000 2012,0.07111584595959596
Sun Jan 01 20:40:00 +0000 2012,Sun Jan 01 20:40:54 +0000 2012,Sun Jan 01 20:44:46 +0000 2012,0.09358618511324984
Sun Jan 01 20:45:00 +0000 2012,Sun Jan 01 20:45:36 +0000 2012,Sun Jan 01 20:49:40 +0000 2012,0.07158564814814815
Sun Jan 01 20:50:00 +0000 2012,Sun Jan 01 20:50:13 +0000 2012,Sun Jan 01 20:53:58 +0000 2012,0.18020833333333333
Sun Jan 01 20:55:00 +0000 2012,Sun Jan 01 20:55:42 +0000 2012,Sun Jan 01 20:59:30 +0000 2012,0.11962121212121213
Sun Jan 01 21:00:00 +0000 2012,Sun Jan 01 21:00:42 +0000 2012,Sun Jan 01 21:04:57 +0000 2012,0.10565151515151514
Sun Jan 01 21:05:00 +0000 2012,Sun Jan 01 21:05:39 +0000 2012,Sun Jan 01 21:09:51 +0000 2012,-0.062987012987013
Sun Jan 01 21:10:00 +0000 2012,Sun Jan 01 21:10:38 +0000 2012,Sun Jan 01 21:14:28 +0000 2012,0.052669191919191914
Sun Jan 01 21:15:00 +0000 2012,Sun Jan 01 21:15:43 +0000 2012,Sun Jan 01 21:19:49 +0000 2012,0.03833333333333333
Sun Jan 01 21:20:00 +0000 2012,Sun Jan 01 21:20:54 +0000 2012,Sun Jan 01 21:24:55 +0000 2012,0.4007178932178933
Sun Jan 01 21:25:00 +0000 2012,Sun Jan 01 21:25:57 +0000 2012,Sun Jan 01 21:29:47 +0000 2012,0.20225799663299665
Sun Jan 01 21:30:00 +0000 2012,Sun Jan 01 21:30:44 +0000 2012,Sun Jan 01 21:34:11 +0000 2012,0.0905429292929293
Sun Jan 01 21:35:00 +0000 2012,Sun Jan 01 21:35:19 +0000 2012,Sun Jan 01 21:39:59 +0000 2012,0.03291666666666667
Sun Jan 01 21:40:00 +0000 2012,Sun Jan 01 21:40:41 +0000 2012,Sun Jan 01 21:44:31 +0000 2012,0.17047032828282827
Sun Jan 01 21:45:00 +0000 2012,Sun Jan 01 21:45:58 +0000 2012,Sun Jan 01 21:49:45 +0000 2012,0.22242063492063488
Sun Jan 01 21:50:00 +0000 2012,Sun Jan 01 21:50:58 +0000 2012,Sun Jan 01 21:54:56 +0000 2012,0.16842592592592592
Sun Jan 01 21:55:00 +0000 2012,Sun Jan 01 21:55:46 +0000 2012,Sun Jan 01 21:59:50 +0000 2012,0.16039021164021167
Sun Jan 01 22:00:00 +0000 2012,Sun Jan 01 22:00:59 +0000 2012,Sun Jan 01 22:04:54 +0000 2012,0.13579166666666667
Sun Jan 01 22:05:00 +0000 2012,Sun Jan 01 22:05:52 +0000 2012,Sun Jan 01 22:09:48 +0000 2012,0.1496489197530864
Sun Jan 01 22:10:00 +0000 2012,Sun Jan 01 22:10:53 +0000 2012,Sun Jan 01 22:14:42 +0000 2012,0.05251010101010103
Sun Jan 01 22:15:00 +0000 2012,Sun Jan 01 22:15:51 +0000 2012,Sun Jan 01 22:19:44 +0000 2012,0.24138407888407887
Sun Jan 01 22:20:00 +0000 2012,Sun Jan 01 22:20:30 +0000 2012,Sun Jan 01 22:24:34 +0000 2012,0.1461590909090909
Sun Jan 01 22:25:00 +0000 2012,Sun Jan 01 22:25:54 +0000 2012,Sun Jan 01 22:29:53 +0000 2012,0.056266534391534395
